date,xauusd,usdidr,ubs_sell_idr,ubs_buyback_idr,implied_idr_per_gram,ubs_premium_pct
2025-12-04,4211.7998046875,16594.0,2239000.0,2228000.0,2247033.483658893,-0.3575150845465791
2025-12-05,4212.89990234375,16654.400390625,2246000.0,2235000.0,2255801.4943417227,-0.4345016335128776
2025-12-08,4187.2001953125,16683.0,2250000.0,2239000.0,2245890.6829906097,0.1829704820680942
2025-12-09,4206.7001953125,16686.0,2242000.0,2231000.0,2256755.653189653,-0.6538436347239331
2025-12-10,4196.39990234375,16662.0,2250000.0,2239000.0,2247991.8714244883,0.08932988597682288
2025-12-11,4285.5,16639.0,2251000.0,2240000.0,2292553.3943125373,-1.8125376890075788
2025-12-12,4300.10009765625,16649.0,2279000.0,2268000.0,2301746.315555449,-0.9882199181433272
2025-12-15,4306.7001953125,16623.099609375,2311000.0,2300000.0,2301692.93919959,0.40435718604786575
2025-12-16,4304.5,16645.80078125,2294000.0,2283000.0,2303658.734962002,-0.4192780300056565
2025-12-17,4347.5,16644.599609375,2311000.0,2300000.0,2326503.3453392,-0.6663796710311471
2025-12-18,4339.5,16657.0,2315000.0,2304000.0,2323952.336553764,-0.38522031682627644
2025-12-19,4361.39990234375,16685.19921875,2312000.0,2301000.0,2339634.6470089303,-1.1811522386309086
2025-12-23,4482.7998046875,16756.400390625,2375000.0,2364000.0,2415020.444591744,-1.6571472378781156
2025-12-24,4480.60009765625,16735.0,2389000.0,2378000.0,2410752.57235608,-0.9023145969236037
2025-12-26,4529.10009765625,16753.099609375,2376000.0,2365000.0,2439483.1796056777,-2.602320857811336
2025-12-29,4325.10009765625,16741.099609375,2386000.0,2375000.0,2327935.169848436,2.4942631952823833
2025-12-30,4370.10009765625,16770.0,2347000.0,2336000.0,2356216.459166824,-0.39115502868878593
2026-01-05,4436.89990234375,16683.0,2356000.0,2345000.0,2379822.24093111,-1.001009256968264
2026-01-06,4482.2001953125,16727.19921875,2396000.0,2385000.0,2410489.3534590113,-0.6010959325839511
2026-01-07,4449.2998046875,16742.0,2399000.0,2388000.0,2394913.0268322895,0.17065225842945292
2026-01-08,4449.7001953125,16753.0,2391000.0,2380000.0,2396702.215894363,-0.23791924822980262
2026-01-09,4490.2998046875,16805.69921875,2406000.0,2395000.0,2426178.015965727,-0.8316791197077683
2026-01-12,4604.2998046875,16826.69921875,2462000.0,2450000.0,2490882.631421735,-1.1595340164722874
2026-01-13,4589.2001953125,16859.400390625,2480000.0,2468000.0,2487538.81606597,-0.3030632534165829
2026-01-14,4626.2998046875,16840.80078125,2492000.0,2480000.0,2504881.873907373,-0.5142707143821655
2026-01-15,4616.2998046875,16845.099609375,2474000.0,2462000.0,2500105.455549996,-1.0441741764150092
2026-01-16,4588.39990234375,16878.900390625,2497000.0,2485000.0,2489981.671002094,0.2818626771289165
2026-01-20,4759.60009765625,16939.0,2547000.0,2535000.0,2592083.4007169358,-1.7392727681704332
2026-01-21,4831.7998046875,16960.099609375,2648000.0,2635000.0,2634681.176718333,0.5055193546513532
2026-01-22,4908.7998046875,16897.0,2613000.0,2600000.0,2666709.2224284946,-2.014063699812879
2026-01-23,4976.2001953125,16820.0,2681000.0,2668000.0,2691005.4265647354,-0.3718099735498496
2026-01-26,5079.7001953125,16770.0,2738000.0,2725000.0,2738809.8534052637,-0.029569537449152222
2026-01-28,5301.60009765625,16674.69921875,2814000.0,2800000.0,2842207.0508628804,-0.9924347648886769
2026-01-29,5318.39990234375,16722.80078125,3015000.0,3000000.0,2859438.3925254066,5.4402853329952015
2026-01-30,4713.89990234375,16778.30078125,2814000.0,2800000.0,2542840.2081511226,10.663658336834127
2026-02-02,4622.5,16758.400390625,2600000.0,2588000.0,2490578.417402031,4.393420493545785
2026-02-03,4903.7001953125,16758.400390625,2653000.0,2640000.0,2642087.5872050696,0.4130223709379023
2026-02-04,4920.39990234375,16759.0,2783000.0,2770000.0,2651180.1553966245,4.972119466685389
2026-02-05,4861.39990234375,16800.0,2688000.0,2675000.0,2625798.3300713743,2.368866992421879
2026-02-06,4951.2001953125,16879.900390625,2668000.0,2655000.0,2687021.2712690867,-0.7078943316329965
2026-02-09,5050.89990234375,16843.5,2738000.0,2725000.0,2735217.3390495265,0.10173454630996416
2026-02-10,5003.7998046875,16796.0,2725000.0,2712000.0,2702069.5908669843,0.8486239292474415
2026-02-11,5071.60009765625,16778.0,2718000.0,2705000.0,2735746.987910575,-0.6487072082688838
2026-02-13,5022.0,16809.0,2685000.0,2672000.0,2713996.7527770186,-1.068415161047945
2026-02-18,4986.5,16840.0,2678000.0,2665000.0,2699781.696593631,-0.8067947353341
2026-02-19,4975.89990234375,16915.30078125,2694000.0,2681000.0,2706089.1380563932,-0.44673835338166595
2026-02-20,5059.2998046875,16887.19921875,2703000.0,2690000.0,2746874.265247987,-1.5972433031632105
2026-02-23,5204.7001953125,16843.400390625,2683000.0,2670000.0,2818488.250608857,-4.80712490391217
2026-02-24,5155.7998046875,16804.30078125,2728000.0,2715000.0,2785526.088249835,-2.0651785848460396
2026-02-25,5206.39990234375,16816.80078125,2773000.0,2760000.0,2814956.1928797173,-1.4904740963942282
2026-02-26,5176.5,16749.80078125,2753000.0,2740000.0,2787639.45357084,-1.2426088146538596
2026-02-27,5230.5,16749.0,2743000.0,2730000.0,2816584.7734177825,-2.61255312150577
2026-03-02,5294.39990234375,16795.0,2839000.0,2825000.0,2858824.4525491754,-0.6934477047549443
2026-03-03,5107.39990234375,16863.0,2803000.0,2790000.0,2769015.852017382,1.2273005933808034
2026-03-04,5120.2001953125,16898.099609375,2703000.0,2690000.0,2781733.6608527,-2.830380994439466
2026-03-05,5065.2998046875,16865.0,2703000.0,2690000.0,2746516.6687367884,-1.5844312627748647
2026-03-06,5146.10009765625,16913.099609375,2693000.0,2680000.0,2798286.4806685606,-3.7625340148663327
2026-03-09,5091.5,16923.69921875,2708000.0,2695000.0,2770331.7817051336,-2.249975332079847
2026-03-12,5115.7998046875,16884.0,2618000.0,2605000.0,2777023.933073248,-5.726415648757512
2026-03-13,5052.5,16908.0,2567000.0,2555000.0,2746561.3194656554,-6.537677429338775
2026-03-16,4994.0,16952.099609375,2537000.0,2525000.0,2721841.12557168,-6.7910328723854825
2026-03-24,4399.2998046875,16865.099609375,2355000.0,2344000.0,2385410.947885565,-1.2748724873808994
2026-03-25,4549.7998046875,16797.30078125,2422000.0,2410000.0,2457098.2626973954,-1.4284435926003476
2026-03-26,4375.5,16749.599609375,2412000.0,2400000.0,2356258.0767701487,2.365696855509978
2026-03-30,4526.0,16958.0,2422000.0,2410000.0,2467629.3021685663,-1.8491149431750946
2026-03-31,4647.60009765625,16975.400390625,2462000.0,2450000.0,2536527.1597480252,-2.938157372437859
2026-04-01,4783.2001953125,16936.400390625,2517000.0,2505000.0,2604536.2630034625,-3.360915501422838
2026-04-02,4651.5,16924.099609375,2517000.0,2505000.0,2530983.6299132835,-0.5524978410770132
2026-04-06,4656.7998046875,16988.0,2643000.0,2630000.0,2543434.5035777725,3.9146082308064822
2026-04-07,4657.10009765625,17015.30078125,2638000.0,2625000.0,2547686.2388480348,3.5449326441705646
2026-04-08,4749.5,17027.400390625,2703000.0,2690000.0,2600081.6035260805,3.958275630055131
2026-04-09,4792.2001953125,17005.5,2640000.0,2627000.0,2620083.283919389,0.7601558394288002
2026-04-10,4761.89990234375,17059.0,2669000.0,2656500.0,2611707.6995862853,2.1936719956368114
2026-04-13,4742.39990234375,17083.0,2635000.0,2622000.0,2604672.063650016,1.1643667843346166
2026-04-14,4825.0,17079.19921875,2669000.0,2656500.0,2649448.9761753096,0.7379279239003815
2026-04-15,4800.0,17129.0,2694000.0,2681000.0,2643406.6905653705,1.9139434584622559
2026-04-16,4785.39990234375,17146.099609375,2692000.0,2679000.0,2637997.119175634,2.0471167474679373
2026-04-17,4857.60009765625,17123.0,2674000.0,2661500.0,2674190.572513317,-0.007126362469302834
2026-04-20,4806.60009765625,17133.0,2655000.0,2642000.0,2647659.57121046,0.2772421677377613
2026-04-21,4698.39990234375,17123.80078125,2638000.0,2625000.0,2586669.1503650337,1.9844381577644934
2026-04-22,4732.5,17133.099609375,2609000.0,2597000.0,2606857.55305246,0.08218504095214145
2026-04-23,4705.10009765625,17199.5,2589000.0,2577000.0,2601809.0931772524,-0.4923148747093647
2026-04-24,4722.2998046875,17329.0,2569000.0,2557000.0,2630981.5074004433,-2.3558321191578613
2026-04-27,4675.39990234375,17246.0,2577000.0,2565000.0,2592375.3505496266,-0.5930989332376888
2026-04-28,4591.5,17216.0,2542000.0,2530000.0,2541426.6561640976,0.02255992060647451
2026-04-29,4545.2001953125,17244.0,2517000.0,2505000.0,2519891.0787521903,-0.11473030626474365
2026-04-30,4614.7001953125,17334.19921875,2488000.0,2476000.0,2571804.861843568,-3.2586011126634737
2026-05-01,4629.89990234375,17311.0,2537000.0,2525000.0,2576822.454369208,-1.5454093199818908
2026-05-04,4519.5,17288.5,2533000.0,2521000.0,2512108.7900075554,0.8316204328229662
2026-05-05,4555.7998046875,17346.19921875,2443000.0,2431000.0,2540736.9271256197,-3.846794450938737
2026-05-06,4681.89990234375,17389.80078125,2530000.0,2518000.0,2617625.237658516,-3.3475088946230294
2026-05-07,4699.7998046875,17296.900390625,2590000.0,2578000.0,2613595.546403412,-0.9028002223175572
2026-05-08,4720.39990234375,17294.900390625,2570000.0,2558000.0,2624747.8938045925,-2.085834374181935
2026-05-11,4718.7001953125,17358.0,2554000.0,2542000.0,2633375.6005026563,-3.0142149295947442
2026-05-12,4677.60009765625,17413.0,2576000.0,2564000.0,2618710.12910085,-1.6309605490973007
2026-05-13,4697.7001953125,17549.0,2579000.0,2567000.0,2650503.6644602395,-2.697738751279968
2026-05-14,4678.10009765625,17500.0,2585000.0,2573000.0,2632075.223334492,-1.7885211986781322
2026-05-15,4555.7998046875,17530.599609375,2545000.0,2533000.0,2567746.468289594,-0.8858533570390169
2026-05-18,4552.5,17586.0,2539000.0,2527000.0,2573995.3702959474,-1.3595739409556045
2026-05-19,4506.2998046875,17701.0,2542000.0,2530000.0,2564534.9508181857,-0.878714903495317
2026-05-20,4531.2998046875,17777.0,2505000.0,2493000.0,2589834.47611779,-3.275671742734642
2026-05-21,4539.7998046875,17658.400390625,2537000.0,2525000.0,2577382.051680777,-1.566785632515872
2026-05-26,4500.39990234375,17762.0,2553000.0,2541000.0,2570003.4743816513,-0.6616128947351847
2026-05-28,4499.2998046875,17804.0,2478000.0,2466000.0,2575450.792439958,-3.7838343767241662
2026-05-29,4560.5,17840.0,2547000.0,2535000.0,2615760.9272268396,-2.6287160462993113
2026-06-01,4475.2001953125,17817.0,2554000.0,2542000.0,2563526.3516929867,-0.37161122555636483
2026-06-03,4436.7001953125,17858.0,2537000.0,2525000.0,2547320.786660364,-0.40516242455253737
2026-06-04,4475.7998046875,18004.19921875,2547000.0,2535000.0,2590807.830206764,-1.6908946196626158
2026-06-08,4335.89990234375,18029.0,2527000.0,2515000.0,2513284.335825726,0.5457267201630758
2026-06-09,4260.0,18190.30078125,2542000.0,2530000.0,2491381.3984961496,2.031748392052894
2026-06-10,4108.2001953125,18031.0,2478000.0,2466000.0,2381563.4163897852,4.04929732068202
2026-06-11,4090.300048828125,17875.900390625,2444000.0,2432000.0,2350789.983140808,3.965050792613013
2026-06-12,4215.0,17921.0,2490000.0,2478000.0,2428569.6143520824,2.5294883574629026
2026-06-15,4328.0,17772.0,2506000.0,2494000.0,2472944.073818059,1.3367033461013416
2026-06-16,4330.89990234375,17716.0,2480000.0,2468000.0,2466803.500246656,0.5349635571712279
2026-06-17,4358.89990234375,17730.0,2474000.0,2462000.0,2484713.786826392,-0.4311879655192152
2026-06-18,4224.10009765625,17891.0,2455000.0,2443000.0,2429738.6097117034,1.0396752221546157
2026-06-22,4181.89990234375,17788.0,2422000.0,2410000.0,2391616.2317067413,1.2704282522608492
2026-06-23,4129.89990234375,17862.0,2404000.0,2393000.0,2371703.250620157,1.3617533884729467
2026-06-24,3990.300048828125,17916.0,2384000.0,2373000.0,2298462.0918804854,3.721527904318483
2026-06-25,4030.5,17990.0,2327000.0,2316000.0,2331206.9381259345,-0.18046180530487027
2026-06-26,4078.699951171875,17995.0,2343000.0,2332000.0,2359741.04590602,-0.7094441966445584
2026-06-29,4022.300048828125,17830.0,2343000.0,2332000.0,2305772.979587682,1.6145136898505452
2026-06-30,4022.89990234375,17925.0,2316000.0,2305000.0,2318404.0622281004,-0.10369470392447261
2026-07-01,4068.300048828125,17935.0,2289000.0,2278000.0,2345876.2317981073,-2.4245197179269686
2026-07-02,4112.7001953125,17998.0,2329000.0,2318000.0,2379808.642604028,-2.1349885740574575
